typeID,parentTypeID,metaGroupID
585,None,1
586,None,1
587,None,1
589,None,1
590,None,1
592,None,1
593,None,1
594,None,1
597,None,1
598,None,1
599,None,1
602,None,1
603,None,1
605,None,1
607,None,1
608,None,1
609,None,1
615,None,4
617,None,4
620,None,1
621,None,1
622,None,1
623,None,1
624,None,1
625,None,1
626,None,1
627,None,1
628,None,1
629,None,1
630,None,1
631,None,1
632,None,1
633,None,1
634,None,1
635,None,1
638,None,1
639,None,1
640,None,1
641,None,1
642,None,1
643,None,1
644,None,1
645,None,1
648,None,1
649,None,1
650,None,1
652,None,1
653,None,1
655,None,1
656,None,1
670,None,1
671,None,1
672,None,1
784,None,2
962,None,4
964,None,4
1013,None,2
1027,None,2
1033,None,2
1071,None,2
1073,None,2
1080,None,2
1095,None,2
1103,None,2
1182,None,1
1183,523,2
1184,None,2
1185,None,1
1190,529,2
1191,None,2
1192,1244,3
1193,None,3
1195,None,1
1196,None,1
1197,None,1
1198,1197,2
1201,None,1
1202,None,1
1205,None,2
1236,1244,2
1237,None,2
1240,1333,3
1242,2603,3
1244,None,1
1246,None,1
1248,1246,2
1249,None,2
1254,None,1
1256,1254,2
1257,None,2
1262,None,3
1264,None,1
1266,1264,2
1267,None,2
1272,None,3
1274,None,1
1276,1274,2
1277,None,2
1282,None,3
1284,None,1
1286,1284,2
1287,None,2
1292,None,3
1294,None,1
1296,1294,2
1297,None,2
1302,None,3
1304,None,1
1306,1304,2
1307,None,2
1315,1317,3
1317,None,1
1319,1317,2
1320,None,2
1333,None,1
1335,1333,2
1336,None,2
1351,1353,3
1353,None,1
1355,1353,2
1356,None,2
1401,1403,3
1403,None,1
1405,1403,2
1406,None,2
1419,2331,3
1422,2331,2
1423,None,2
1436,1182,2
1437,None,2
1445,None,1
1446,None,1
1447,1445,2
1448,None,2
1537,1539,3
1539,None,1
1540,None,1
1541,1539,2
1542,None,2
1547,None,1
1549,1547,2
1550,None,2
1551,None,1
1553,1551,2
1554,None,2
1557,None,1
1559,1557,2
1560,None,2
1563,None,1
1565,1563,2
1566,None,2
1798,1808,3
1800,2537,3
1802,2545,3
1804,2529,3
1808,None,1
1810,None,1
1814,None,1
1816,None,1
1818,None,1
1820,None,1
1822,None,1
1824,None,1
1826,None,1
1828,None,1
1830,None,1
1832,None,1
1855,443,2
1856,None,2
1875,None,1
1877,1875,2
1878,None,2
1893,2363,3
1944,None,1
1946,None,1
1947,None,1
1948,None,1
1949,1986,3
1951,1998,3
1952,1973,2
1955,None,1
1956,None,1
1957,None,1
1958,None,1
1959,None,1
1960,1959,2
1963,None,1
1964,1963,2
1968,None,1
1969,1968,2
1973,None,1
1977,None,1
1978,1977,2
1982,None,1
1983,None,1
1984,None,1
1985,None,1
1986,None,1
1987,1986,2
1998,None,1
1999,1998,2
2002,None,1
2003,None,1
2004,None,1
2005,None,1
2006,None,1
2018,None,1
2020,None,1
2022,None,1
2024,577,2
2025,None,2
2032,1195,2
2033,None,2
2038,442,2
2039,None,2
2046,None,1
2047,None,1
2048,2046,2
2049,None,2
2050,578,6
2103,None,1
2104,2103,2
2108,None,1
2109,2108,2
2117,580,2
2118,None,2
2129,2524,1
2130,2524,1
2131,2524,1
2132,2524,1
2133,2524,1
2134,2534,1
2135,2534,1
2136,2534,1
2137,2534,1
2138,2534,1
2139,2533,1
2140,2533,1
2141,2533,1
2142,2533,1
2143,2533,1
2144,2549,1
2145,2549,1
2146,2549,1
2147,2549,1
2148,2549,1
2149,2525,1
2150,2525,1
2151,2525,1
2152,2525,1
2153,2525,1
2154,2551,1
2155,2551,1
2156,2551,1
2157,2551,1
2158,2551,1
2159,2550,1
2160,2550,1
2161,None,1
2173,None,1
2175,2173,2
2176,None,2
2178,32438,4
2180,32436,4
2182,32440,4
2183,None,1
2185,2183,2
2186,None,2
2188,32442,4
2193,None,1
2195,2193,2
2196,None,2
2203,None,1
2205,2203,2
2206,None,2
2254,None,1
2258,2005,2
2259,2004,2
2260,2002,2
2261,2003,2
2262,1947,2
2281,578,2
2282,None,2
2289,None,1
2291,None,1
2293,None,1
2295,None,1
2297,2289,2
2298,None,2
2299,2291,2
2300,None,2
2301,2293,2
2302,None,2
2303,2295,2
2304,None,2
2331,None,1
2333,444,2
2334,None,2
2341,581,2
2342,None,2
2355,524,2
2356,None,2
2363,None,1
2364,2363,2
2372,11023,1
2404,499,2
2405,None,2
2410,501,2
2411,None,2
2420,503,2
2421,None,2
2436,1201,2
2437,None,2
2444,None,1
2446,2444,2
2447,None,2
2454,None,1
2456,2454,2
2457,None,2
2464,None,1
2466,2464,2
2467,None,2
2476,None,1
2478,2476,2
2479,None,2
2486,None,1
2488,2486,2
2489,None,2
2506,None,1
2508,None,1
2510,None,1
2512,None,1
2514,None,1
2516,None,1
2524,None,1
2525,None,1
2529,None,1
2531,2529,2
2532,None,2
2533,None,1
2534,None,1
2537,None,1
2539,2537,2
2540,None,2
2545,None,1
2547,2545,2
2548,None,2
2549,None,1
2550,None,1
2551,None,1
2553,1808,2
2554,None,2
2559,1958,2
2563,1948,2
2567,1957,2
2571,1955,2
2574,2550,1
2575,1956,2
2576,2550,1
2577,2550,1
2578,2254,1
2579,None,1
2580,2579,2
2581,2254,1
2582,2254,1
2583,None,1
2584,2583,2
2585,2254,1
2586,2254,1
2587,None,1
2588,2587,2
2591,None,1
2592,2591,2
2603,None,1
2605,2603,2
2606,None,2
2613,212,2
2614,None,2
2621,204,2
2622,None,2
2629,209,2
2630,None,2
2637,204,2
2638,None,2
2647,211,2
2648,None,2
2655,206,2
2656,None,2
2679,20307,2
2680,None,2
2801,2508,2
2802,None,2
2811,2510,2
2812,None,2
2817,2512,2
2818,None,2
2834,None,4
2835,None,4
2836,None,4
2837,None,4
2838,None,4
2863,None,1
2865,497,2
2866,None,2
2873,484,2
2874,None,2
2881,485,2
2889,486,2
2890,None,2
2897,490,2
2898,None,2
2905,487,2
2906,None,2
2913,491,2
2914,None,2
2921,492,2
2922,None,2
2929,496,2
2937,489,2
2938,None,2
2945,494,2
2946,None,2
2948,None,4
2949,None,4
2953,495,2
2954,None,2
2961,498,2
2962,None,2
2969,493,2
2970,None,2
2977,488,2
2978,None,2
2985,461,2
2986,None,2
2993,452,2
2994,None,2
2998,2863,1
3001,451,2
3002,None,2
3009,457,2
3010,None,2
3017,450,2
3018,None,2
3025,459,2
3026,None,2
3033,454,2
3034,None,2
3039,None,1
3041,453,2
3042,None,2
3049,463,2
3050,None,2
3057,462,2
3058,None,2
3065,464,2
3066,None,2
3074,565,2
3075,None,2
3082,570,2
3083,None,2
3090,574,2
3091,None,2
3098,561,2
3099,None,2
3106,567,2
3107,None,2
3114,572,2
3115,None,2
3122,571,2
3123,None,2
3130,566,2
3131,None,2
3138,569,2
3139,None,2
3146,568,2
3147,None,2
3154,575,2
3155,None,2
3162,562,2
3163,None,2
3170,563,2
3171,None,2
3178,564,2
3179,None,2
3186,573,2
3187,None,2
3218,10246,4
3242,None,1
3244,3242,2
3245,None,2
3285,455,2
3286,None,2
3469,3887,3
3472,2022,2
3473,None,2
3480,None,2
3488,1185,2
3489,None,2
3496,2018,2
3497,None,2
3504,2020,2
3505,None,2
3512,456,2
3513,None,2
3514,None,4
3515,None,4
3516,None,4
3517,None,4
3518,None,4
3519,None,4
3520,458,2
3521,None,2
3528,None,1
3530,3528,2
3531,None,2
3532,None,4
3534,20701,4
3535,None,4
3536,24569,4
3537,None,4
3538,None,1
3540,3538,2
3541,None,2
3542,20703,4
3543,None,4
3544,3616,4
3545,None,4
3546,20450,4
3547,None,4
3550,20448,4
3552,None,1
3554,None,1
3556,None,1
3557,None,4
3558,None,2
3559,20444,4
3560,None,4
3561,20446,4
3562,None,4
3563,32444,4
3564,None,4
3565,20539,4
3566,None,1
3568,3566,2
3569,None,2
3570,None,4
3571,20454,4
3572,None,4
3573,20452,4
3574,None,4
3575,12219,4
3576,None,1
3578,3576,2
3579,None,2
3580,None,4
3581,22175,3
3582,None,3
3586,None,1
3588,3586,2
3589,None,2
3596,None,1
3598,3596,2
3599,None,2
3606,None,1
3608,3606,2
3609,None,2
3616,None,1
3618,3616,2
3619,None,2
3651,None,1
3653,None,1
3655,3653,2
3656,None,2
3663,None,1
3665,3663,2
3666,None,2
3764,None,1
3766,None,1
3829,None,1
3831,3829,2
3832,None,2
3839,None,1
3841,3839,2
3842,None,2
3849,None,1
3851,3849,2
3887,None,1
3888,3887,2
3897,None,1
3899,3897,2
3901,None,1
3903,3901,2
3907,None,1
3909,3907,2
3913,None,1
3915,3913,2
3937,None,1
3939,3937,2
3940,None,2
3941,None,1
3943,3941,2
3944,None,2
3947,None,1
3949,3947,2
3950,None,2
3953,None,1
3955,3953,2
3956,None,2
3977,None,1
3979,3977,2
3980,None,2
3981,None,1
3983,3981,2
3984,None,2
3986,27904,2
3987,None,1
3989,3987,2
3990,None,2
3991,None,2
3993,None,1
3995,3993,2
3996,None,2
4005,None,4
4006,None,4
4013,None,1
4014,4013,2
4025,526,1
4027,526,1
4147,460,2
4148,None,2
4248,28654,2
4249,None,2
4250,24348,2
4251,None,2
4252,24644,2
4253,None,2
4254,11563,2
4255,None,2
4256,27914,2
4257,None,2
4258,17938,2
4259,None,2
4260,18639,2
4261,None,2
4262,20069,2
4263,None,2
4264,20409,2
4265,None,2
4266,22227,2
4267,None,2
4268,20406,2
4269,None,2
4270,20405,2
4271,None,2
4272,11052,2
4273,None,2
4274,22553,2
4275,None,2
4276,22557,2
4277,None,2
4278,22555,2
4279,None,2
4280,20124,2
4281,None,2
4282,22228,2
4283,None,2
4284,20514,2
4285,None,2
4286,20070,2
4287,None,2
4288,11017,2
4289,None,2
4290,20408,2
4291,None,2
4292,20280,2
4293,None,2
4294,27951,2
4295,None,2
4296,27930,2
4298,None,2
4299,27932,2
4300,None,2
4345,578,6
4346,578,6
4347,578,6
4348,578,6
4349,578,6
4363,656,4
4364,None,4
4371,None,2
4372,None,2
4373,None,1
4388,656,4
4389,None,4
4393,None,1
4395,None,1
4397,None,1
4399,4395,2
4400,None,2
4401,4397,2
4402,None,2
4403,None,1
4405,4393,2
4406,None,2
4410,None,1
4435,1195,1
4471,533,1
4477,533,1
4529,523,1
4531,None,1
4533,523,1
4535,None,1
4569,3528,1
4571,None,1
4573,3528,1
4575,None,1
4609,3538,1
4611,None,1
4613,3538,1
4615,None,1
4787,1185,1
4829,None,1
4831,None,1
4833,577,1
4835,None,1
4871,2020,1
4909,2022,1
4911,2022,1
4913,2022,1
4915,2022,1
4955,None,1
4957,None,1
4959,None,3
4961,None,1
5007,None,1
5009,None,1
5011,3566,1
5013,None,1
5017,None,2
5047,None,1
5049,None,1
5051,3576,1
5053,None,1
5087,None,1
5089,None,1
5091,529,1
5093,529,1
5137,530,1
5141,530,1
5175,450,1
5177,450,1
5179,450,1
5181,450,1
5215,451,1
5217,451,1
5219,451,1
5221,451,1
5233,483,3
5239,483,1
5245,483,1
5279,1963,1
5281,1963,1
5282,1963,1
5299,1968,1
5301,1968,1
5302,1968,1
5319,2108,1
5320,2108,1
5321,37543,1
5322,2108,1
5339,2103,1
5340,2103,1
5342,2103,1
5361,580,1
5363,580,1
5365,580,1
5399,3242,1
5403,3242,1
5405,3242,1
5439,447,1
5443,447,1
5445,447,1
5493,1317,1
5533,1403,1
5599,2603,1
5631,1244,1
5647,1333,1
5649,1333,1
5683,3653,1
5693,524,1
5697,3663,1
5719,3653,1
5721,3653,1
5723,3653,1
5743,524,1
5745,524,1
5747,524,1
5755,3663,1
5757,3663,1
5759,3663,1
5839,2046,1
5845,None,1
5849,2363,1
5865,581,1
5867,581,1
5869,581,1
5871,581,1
5933,520,1
5945,12054,1
5955,12066,1
5971,434,1
5973,434,1
5975,12052,1
6001,439,1
6003,439,1
6005,12056,1
6041,1182,1
6043,1182,1
6045,1182,1
6047,1182,1
6073,2018,1
6131,442,1
6135,442,1
6159,1973,1
6160,1973,1
6173,1977,1
6176,1977,1
6193,1984,1
6194,1985,1
6195,2579,1
6199,2583,1
6202,1946,1
6203,2587,1
6207,2591,1
6212,4013,1
6216,1982,1
6217,1983,1
6218,2579,1
6222,2583,1
6225,1946,1
6226,2587,1
6230,2591,1
6234,4013,1
6238,1984,1
6239,1985,1
6241,1982,1
6242,1983,1
6243,2579,1
6244,2579,1
6251,2583,1
6252,2583,1
6257,1946,1
6258,1946,1
6259,2587,1
6260,2587,1
6267,2591,1
6268,2591,1
6275,4013,1
6276,4013,1
6283,1984,1
6284,1984,1
6285,1985,1
6286,1985,1
6289,1982,1
6290,1982,1
6291,1983,1
6292,1983,1
6296,1986,1
6325,1998,1
6437,399,1
6439,None,1
6441,399,1
6443,None,1
6485,393,1
6527,443,1
6569,444,1
6631,452,1
6633,452,1
6635,452,1
6637,452,1
6671,453,1
6673,453,1
6675,453,1
6677,453,1
6715,454,1
6717,454,1
6719,454,1
6721,454,1
6757,455,1
6759,455,1
6761,455,1
6763,455,1
6805,456,1
6807,456,1
6809,456,1
6811,456,1
6859,457,1
6861,457,1
6863,457,1
6865,457,1
6919,458,1
6921,458,1
6923,458,1
6925,458,1
6959,459,1
6961,459,1
6963,459,1
6965,459,1
6999,460,1
7001,460,1
7003,460,1
7005,460,1
7043,461,1
7045,461,1
7047,461,1
7049,461,1
7083,462,1
7085,462,1
7087,462,1
7089,462,1
7123,463,1
7125,463,1
7127,463,1
7131,463,1
7167,464,1
7169,464,1
7171,464,1
7173,464,1
7217,1959,1
7218,1959,1
7219,1959,1
7220,1959,1
7247,561,1
7249,561,1
7251,561,1
7253,561,1
7287,565,1
7289,565,1
7291,565,1
7293,565,1
7327,567,1
7329,567,1
7331,567,1
7333,567,1
7367,570,1
7369,570,1
7371,570,1
7373,570,1
7407,572,1
7409,572,1
7411,572,1
7413,572,1
7447,574,1
7449,574,1
7451,574,1
7453,574,1
7487,562,1
7489,562,1
7491,562,1
7493,562,1
7535,563,1
7537,563,1
7539,563,1
7541,563,1
7579,564,1
7581,564,1
7583,564,1
7585,564,1
7619,566,1
7621,566,1
7623,566,1
7625,566,1
7663,569,1
7665,569,1
7667,569,1
7669,569,1
7703,568,1
7705,568,1
7707,568,1
7709,568,1
7743,571,1
7745,571,1
7747,571,1
7749,571,1
7783,573,1
7785,573,1
7787,573,1
7789,573,1
7827,575,1
7829,575,1
7831,575,1
7833,575,1
7867,2002,1
7869,2004,1
7870,2005,1
7887,1947,1
7889,2003,1
7892,1947,1
7893,2002,1
7895,2004,1
7896,2005,1
7914,2003,1
7917,1947,1
7918,2002,1
7922,2004,1
7926,2005,1
7937,2003,1
7948,2004,1
7964,1947,1
7965,2005,1
7966,2002,1
7970,2003,1
7997,501,1
8001,503,1
8007,1875,1
8023,1875,1
8025,1875,1
8027,1875,1
8089,499,1
8091,499,1
8101,501,1
8103,501,1
8105,501,1
8113,503,1
8115,503,1
8117,503,1
8133,1246,1
8135,1246,1
8175,1445,1
8177,1445,1
8225,1539,1
8263,1353,1
8295,1254,1
8297,1254,1
8335,2331,1
8337,2331,1
8387,3849,1
8419,3839,1
8427,377,1
8433,3829,1
8437,3849,1
8465,3849,1
8505,3849,1
8517,3829,1
8521,377,1
8529,3839,1
8531,3586,1
8535,3586,1
8537,3586,1
8579,3596,1
8583,3596,1
8585,3596,1
8635,3606,1
8639,3606,1
8641,3606,1
8748,3887,1
8759,484,1
8785,484,1
8787,484,1
8789,484,1
8815,485,1
8817,485,1
8819,485,1
8821,485,1
8863,486,1
8865,486,1
8867,486,1
8869,486,1
8903,487,1
8905,487,1
8907,487,1
8909,487,1
9071,489,1
9073,489,1
9091,489,1
9093,489,1
9127,490,1
9129,490,1
9131,490,1
9133,490,1
9135,491,1
9137,491,1
9139,491,1
9141,491,1
9207,492,1
9209,492,1
9211,492,1
9213,492,1
9247,494,1
9249,494,1
9251,494,1
9253,494,1
9287,495,1
9289,495,1
9291,495,1
9293,495,1
9327,496,1
9329,496,1
9331,496,1
9333,496,1
9367,497,1
9369,497,1
9371,497,1
9377,497,1
9411,488,1
9413,488,1
9415,488,1
9417,488,1
9419,None,2
9421,None,2
9451,493,1
9453,493,1
9455,493,1
9457,493,1
9491,498,1
9493,498,1
9495,498,1
9497,498,1
9521,1957,1
9556,2529,1
9562,None,1
9566,None,1
9568,2537,1
9570,None,1
9574,None,1
9580,1808,1
9582,2545,1
9608,2291,1
9622,2293,1
9632,578,1
9646,2289,1
9660,2295,1
9668,3981,1
9670,1551,1
9678,3993,1
9680,1563,1
9702,3901,1
9706,3913,1
9728,3941,1
9734,3953,1
9744,1547,1
9750,3897,1
9762,3937,1
9772,3977,1
9784,1557,1
9790,3907,1
9800,3947,1
9808,3987,1
9899,None,1
9941,None,1
9942,None,1
9943,None,1
9944,None,1
9956,None,1
10013,11023,1
10014,11023,1
10015,11023,1
10016,11023,1
10019,11023,1
10188,9944,3
10190,9944,2
10191,None,2
10208,9941,1
10209,9941,1
10210,9941,1
10211,9941,1
10212,9942,1
10213,9942,1
10214,9942,1
10215,9942,1
10216,9899,1
10217,9899,1
10218,9899,1
10219,9899,1
10221,9943,1
10222,9943,1
10223,9943,1
10224,9943,1
10225,9956,1
10226,9956,1
10227,9956,1
10246,None,1
10247,None,1
10250,10246,2
10251,None,2
10629,None,1
10631,10629,2
10632,None,2
10678,None,1
10680,10678,2
10681,None,2
10688,10678,1
10690,10678,1
10692,10678,1
10694,10678,1
10836,None,1
10838,None,1
10840,None,1
10842,10840,2
10843,None,2
10850,10836,2
10851,None,2
10858,10838,2
10859,None,2
10866,None,1
10868,10836,1
10870,None,1
10872,10836,1
10874,None,1
10876,10838,1
10878,None,1
10880,10838,1
10882,None,1
10884,10840,1
10886,None,1
10888,10840,1
10998,None,1
11011,626,4
11012,None,4
11017,None,1
11021,11023,1
11022,11023,1
11023,None,1
11024,11023,1
11052,None,1
11074,None,2
11105,9944,1
11172,607,2
11173,None,2
11174,609,2
11175,None,2
11176,583,2
11177,None,2
11178,583,2
11179,None,2
11182,586,2
11183,None,2
11184,589,2
11185,None,2
11186,589,2
11187,None,2
11188,29248,2
11189,None,2
11190,2161,2
11191,None,2
11192,605,2
11193,None,2
11194,584,2
11195,None,2
11196,585,2
11197,None,2
11198,585,2
11199,None,2
11200,608,2
11201,None,2
11202,608,2
11203,None,2
11215,None,3
11217,None,1
11219,11217,2
11220,None,2
11225,None,3
11227,None,1
11229,11227,2
11230,None,2
11235,None,3
11237,None,1
11239,11237,2
11240,None,2
11245,None,3
11247,None,1
11249,11247,2
11250,None,2
11255,None,3
11257,None,1
11259,11257,2
11260,None,2
11265,None,3
11267,None,1
11269,11267,2
11270,None,2
11277,None,1
11279,None,1
11283,None,1
11285,None,1
11287,None,1
11289,None,1
11291,None,1
11293,None,1
11295,None,1
11297,None,1
11299,None,1
11301,None,1
11303,None,1
11305,None,1
11309,11297,1
11311,11297,1
11317,11299,1
11319,11299,1
11325,11279,1
11327,11279,1
11331,11291,1
11333,11291,1
11335,11291,1
11337,11291,1
11341,11293,1
11343,11293,1
11349,11295,1
11351,11295,1
11355,None,1
11357,None,1
11359,None,1
11365,597,2
11366,None,2
11370,None,1
11371,587,2
11372,None,2
11373,None,2
11374,None,2
11375,None,2
11376,None,2
11377,593,2
11378,None,2
11379,603,2
11380,None,2
11381,603,2
11382,None,2
11383,None,2
11384,None,2
11387,3766,2
11388,None,2
11389,None,2
11390,None,2
11393,597,2
11394,None,2
11400,587,2
11401,None,2
11561,None,1
11563,None,1
11567,None,1
11577,11370,2
11578,11370,2
11640,10998,2
11641,None,2
11642,11301,2
11643,None,2
11644,11305,2
11645,None,2
11646,11303,2
11647,None,2
11648,11277,2
11649,None,2
11747,None,2
11750,None,2
11754,None,2
11758,None,2
11762,None,2
11766,None,2
11771,None,2
11775,None,2
11779,None,2
11783,None,2
11787,None,2
11791,None,2
11795,None,2
11799,None,2
11804,None,2
11808,None,2
11812,None,2
11821,None,2
11825,None,2
11829,None,2
11833,None,2
11837,None,2
11840,None,2
11844,None,2
11848,None,2
11851,None,2
11936,642,4
11937,None,4
11938,643,4
11939,None,4
11940,29248,4
11942,29248,4
11957,632,2
11958,None,2
11959,632,2
11960,None,2
11961,630,2
11962,None,2
11963,630,2
11964,None,2
11965,628,2
11966,None,2
11969,633,2
11970,None,2
11971,633,2
11972,None,2
11978,631,2
11979,None,2
11985,620,2
11986,None,2
11987,625,2
11988,None,2
11989,634,2
11990,None,2
11993,621,2
11994,None,2
11995,623,2
11996,None,2
11999,622,2
12000,None,2
12003,2006,2
12004,None,2
12005,626,2
12006,None,2
12011,623,2
12012,None,2
12013,629,2
12014,None,2
12015,629,2
12016,None,2
12017,624,2
12018,None,2
12019,624,2
12020,None,2
12021,627,2
12022,None,2
12023,627,2
12024,None,2
12031,None,2
12032,602,2
12034,598,2
12035,None,2
12036,None,2
12037,None,2
12038,590,2
12041,None,2
12042,594,2
12043,None,2
12044,594,2
12045,None,2
12052,None,1
12054,None,1
12056,None,1
12058,12056,2
12059,None,2
12066,None,1
12068,12066,2
12069,None,2
12076,12052,2
12077,None,2
12084,12054,2
12085,None,2
12102,12225,2
12103,None,2
12104,None,2
12105,None,2
12108,None,1
12198,None,1
12199,None,1
12200,None,1
12217,None,1
12219,None,1
12221,12217,2
12222,None,2
12223,12219,2
12224,None,2
12225,None,1
12235,None,1
12236,None,1
12257,None,1
12259,12257,2
12260,None,2
12261,None,1
12263,12261,2
12264,None,2
12265,None,1
12267,12265,2
12268,None,2
12269,None,1
12271,12269,2
12272,None,2
12274,None,1
12344,None,1
12346,12344,2
12347,None,2
12354,None,1
12356,12354,2
12357,None,2
12552,None,2
12553,None,2
12557,246,2
12558,None,2
12559,239,2
12560,None,2
12561,None,2
12562,None,2
12563,243,2
12564,None,2
12565,244,2
12566,None,2
12608,181,2
12609,None,2
12610,None,2
12611,None,2
12612,222,2
12613,None,2
12614,219,2
12615,None,2
12616,None,2
12617,None,2
12618,221,2
12619,None,2
12620,217,2
12621,None,2
12625,179,2
12626,None,2
12627,None,2
12628,None,2
12629,None,2
12630,None,2
12631,182,2
12632,None,2
12633,178,2
12634,None,2
12709,None,1
12729,648,2
12730,None,2
12731,649,2
12732,None,2
12733,19744,2
12734,None,2
12735,653,2
12736,None,2
12743,650,2
12744,None,2
12745,655,2
12746,None,2
12747,652,2
12748,None,2
12753,1944,2
12754,None,2
12761,198,2
12762,None,2
12763,None,2
12764,None,2
12765,194,2
12766,None,2
12767,190,2
12768,None,2
12769,None,2
12770,None,2
12771,186,2
12772,None,2
12773,187,2
12774,None,2
12775,195,2
12776,None,2
12777,189,2
12778,None,2
12779,197,2
12780,None,2
12781,None,2
12782,None,2
12783,None,2
12784,None,2
12785,227,2
12786,None,2
12787,235,2
12788,None,2
12789,230,2
12790,None,2
12791,238,2
12792,None,2
12793,None,2
12794,None,2
12795,None,2
12796,None,2
12797,None,2
12798,None,2
12799,None,2
12800,None,2
12801,225,2
12802,None,2
12803,233,2
12804,None,2
12805,229,2
12806,None,2
12807,237,2
12808,None,2
12810,None,2
12811,None,2
12812,None,2
12813,None,2
12814,252,2
12815,None,2
12816,260,2
12817,None,2
12818,251,2
12819,None,2
12820,259,2
12821,None,2
12822,247,2
12823,None,2
12824,255,2
12825,None,2
12826,254,2
12827,None,2
12828,262,2
12829,None,2
12830,None,2
12831,None,2
12832,None,2
12833,None,2
13001,530,2
13002,None,2
13003,533,2
13004,None,2
13032,11023,1
13033,11023,1
13035,11023,1
13036,11023,1
13119,2512,2
13202,641,4
13203,None,4
13209,None,2
13283,9899,1
13284,9941,1
13285,9942,1
13286,9956,1
13287,9943,1
13320,None,1
13515,11023,1
13516,11023,1
13517,11023,1
13518,11023,1
13519,11023,1
13521,11023,1
13522,11023,1
13525,11023,1
13527,11023,1
13528,11023,1
13773,484,4
13774,497,4
13775,498,4
13776,485,4
13777,486,4
13778,490,4
13779,487,4
13781,488,4
13782,491,4
13783,492,4
13784,493,4
13785,496,4
13786,489,4
13787,494,4
13788,495,4
13791,460,4
13793,461,4
13795,452,4
13797,451,4
13799,457,4
13801,456,4
13803,450,4
13805,459,4
13807,458,4
13809,454,4
13811,453,4
13813,463,4
13815,462,4
13817,464,4
13819,455,4
13820,461,4
13821,460,4
13822,452,4
13823,451,4
13824,457,4
13825,456,4
13826,450,4
13827,459,4
13828,458,4
13829,454,4
13830,453,4
13831,463,4
13832,462,4
13833,455,4
13834,464,4
13856,21867,2
13864,10678,4
13865,10678,4
13866,565,4
13867,565,4
13868,12344,4
13870,12344,4
13872,570,4
13873,570,4
13874,12354,4
13876,12354,4
13878,574,4
13879,574,4
13880,567,4
13881,567,4
13882,572,4
13883,572,4
13884,566,4
13885,569,4
13886,562,4
13887,563,4
13888,564,4
13889,571,4
13890,575,4
13891,573,4
13892,568,4
13893,561,4
13894,561,4
13919,1875,4
13920,1875,4
13921,501,4
13922,501,4
13923,503,4
13924,503,4
13925,499,4
13926,499,4
13927,13320,4
13929,13320,4
13931,10629,4
13933,10629,4
13935,12274,4
13937,12274,4
13939,520,4
13941,2363,4
13943,2363,4
13945,9944,4
13947,10838,4
13948,10838,4
13949,10836,4
13950,10836,4
13951,399,4
13952,399,4
13953,10840,4
13954,10840,4
13955,3538,4
13956,3538,4
13957,3538,4
13958,3528,4
13959,3528,4
13960,3528,4
13962,523,4
13963,523,4
13964,523,4
13965,2293,4
13966,2295,4
13967,2289,4
13968,2291,4
13969,578,4
13970,11301,4
13972,11301,4
13974,11303,4
13976,11303,4
13978,11305,4
13980,11305,4
13982,11277,4
13984,11277,4
13986,11301,4
13988,11303,4
13990,11305,4
13992,11277,4
13994,2293,4
